id,title
QwJzs-099n0,Liberals New Hero!
rQ2y9_42dGk,It Finally Happened
eC5ful9KmPg,They Can't Take a Joke!
RgI7eJX5dQE,Rand Paul's Epic Speech on Government Spending Today
Ek9-nmnOCEs,The Russian Bots Are Coming! 🤖
ya_yNIIB2yY,It's Party Time!
LRpGABGQdG8,They're Not Happy About It!
jbORdV_wrAY,Thank You President Trump
Kpj5-2iKqPY,They're On To Us!
1R0H4RV10EA,He Really Did This!
hk-_1QXcgsg,Trump Addresses March For Life Rally
CvqTf0pUQps,Trump's Fake News Awards
I5Y7y1vNlIE,Healthy As a Horse 😆
dLW3TItEQ3M,Whoops!  That Didn't Work!  😆
A4fzBf7TG8Q,CNN Makes History 😆
rYFdWPlJvBY,Liberals New Plan to Stop Trump 😆
2YXDqc-4Ee4,Celebrities Save America
p_KFUULOqBY,Jake Tapper Humiliated by Stephen Miller - Cuts His Mic & Goes to Commercial
lKyshp9gAoM,CNN Turning Over a New Leaf for 2018? 😆
kplCwKkx38E,They're So Desperate!  😂
oI_k_UMkk58,Trump Broke CNN 😂
pyShPPWbj-M,It Happened Again! 😂
9SMAviS_ZIo,Sarah Huckabee - Flawless Victory in Press Briefing
sG0FOO8XOUk,CNN Proves They Are Completely Worthless
0BjylDelAac,Sarah Huckabee Sanders Owns CNN's Jim Acosta at Today's Press Briefing
KwaerD8rzFI,The Dumbest Thing Ever Said on CNN
y-XUVNTajak,"Liberal Lunatic Joy Behar Makes Complete Fool of Herself on ""The View"" 😂  Celebrates Fake News!"
lpWcSdalgdw,Media Meltdown Over Trump 'Pocahontas' Joke to Navajo Code Talkers 😂
PK4zgEEqirk,MSNBC Fakes 'Live' Thanksgiving Day After Show
UNO_ps8emmk,My New Book - It's Here!
w3pOrBrCrh8,The Establishment is Crumbling!
cgT5aa74KX4,General John Kelly Destroys Lies About Trump’s Call to Widow of Fallen Soldier
qsR2tPXyPbM,Jimmy Kimmel Admits He's a Phony Who Lies for a Living
gOOcGF72bdA,CNN Blames Pokémon Go for Hillary Losing Election!
9365nJewE1Y,My New Book! - Sneak Peek!
ZmuWXd_OIKo,Something is Very Wrong with MSNBC
ogVAUKi71H4,Trump's Plan for American Manufacturing
ZQYCtmMYcnU,CNN Finally Discovers ‘Proof’ of Russia Connection 😂
hp88VHFtFc8,The End of NFL Football?
GQ7wrdRZuJk,MSNBC Meltdown  “It Just F*cking Sucks with This Out of Control Sh!t”  😂
fwTnW6ur6qE,CNN Finally Admits the Truth
-XPiw9PC1Cc,TRUMP RETWEET CAUSES CHAOS 😆
w82YW5QQ9lc,CNN: Trump Using Child Labor 😂
NhiBZ9_t8Ko,"CNN Reporter Heckled with ""Fake News!"" Shouts by Passerbys 😂"
KsI_gR-H4JY,Flood Survivor Goes Off on CNN Scum
KB2tvmtP1po,Trump Owns Reporters Upset About Arpaio Pardon 😂
hDIQ2BjR2mQ,CNN's Hurricane Harvey Insanity Off The Charts Crazy!
WWaqudptwZ4,What Happened to CNN? 😂
sMaYWp2cF74,"CNN Host Cries Over Trump Blaming ""Both Sides"""
rddggGpl6pE,Stephen Miller Schools New York Times Reporter on Immigration
DshdVX_MlSo,Al Gore's Paranoia is Getting Worse 😂
OkXkwnNOag0,CNN's Jim Acosta HUMILIATED by White House Advisor Stephen Miller at Press Briefing
mewjBKiBk2g,Celebrities Know What's Best for Us
iZxj_po_I4A,Something is Wrong with MSNBC 😂
XFR372jg9g8,Trump Gives Update on New Healthcare Bill - May Be Last Chance to Fix Obamacare
Hhjz6SR6ADY,Conservatives Fight Back in Court Against Liberal Scum
jHkC6UJlIaY,An Important Message to All Black Americans
OcYqvtTeS4Q,Elon Musk Blocked Me on Twitter!
nDEkS251Txs,CNN App Downgraded to ONE STAR in Apple App Store - From Hilarious Negative Reviews 😂😂😂
dYjkiyJOHOU,Chevy Chase Talks About SNL Liberal Agenda
9rcwx19TDlQ,Study: Most Journalists Are Dumb as Dirt
wQ5Km19myk8,The End of CNN?
ZIWrvpPsMII,MSNBC Calls Hillary Clinton a Conspiracy Theorist
qCkSeZGMbIA,Sean Spicer: Most Reporters Just Want To Be 'YouTube Stars'
RcujVF9a9vk,Phil Donahue’s Insane New Theory Why Trump Became President
Iq1M3z8UdgU,School Photoshopped Trump Shirts Out of Yearbook
-BrQAQ9DMjI,"Russians ""Helping Trump's Twitter Account"" - Liberal Lunatics Now Saying!  😂"
zB1OxbSB4Q8,CNN Reporter Whines About Being Seated in Back Row at Trump Press Conference 😂
5VIZ3RshYEQ,James Comey: Loretta Lynch Ordered Cover-Up of Hillary Clinton Criminal Investigation
q_SNmZ0xpBA,CNN Admits Fake News About Comey Testimony - Issues Retraction
ljQLLZ-uQ6A,CNN: The Clown News Network
V_LpaThE9Rs,Hillary Clinton Coughing Her Way Through Commencement Speech 2017
YHbqg_5NfQM,Jimmy Fallon Apologizes for Being Too Nice to Trump
5YoIEp3GwNs,CNN Host Has Emotional Breakdown - Because People Don't Trust CNN Anymore
UW0IvzVIUBs,Maxine Waters Reveals Proof Trump is Russian Agent 😂
5gleewHxt7k,James Comey Admits Trump Admin Didn’t Obstruct Investigation
p_ZakaYu8QI,I Hit One Million Subscribers! - We Are Dominating Liberal Media!
uV7vTn97Wz4,Tim Allen Fired by ABC for Exposing Hollywood's Liberal Bias
pTFLu2OPJbs,Anderson Cooper Rolling His Eyes at Kellyanne Conway
XRYPAaO8oFI,FBI Director James Comey FIRED!
mz7OHTFAPM4,Trump Schools CNN Reporter in 1990 - Then Drops the Mic - Literally
Oq1Z97bWFSo,Jimmy Kimmel Cries About Son's Birth Defect - Then Blames Trump
Y6vVFad-DnI,“CNN Sucks” Chant by Crowd at Trump First 100 Days Rally
mjzUcQLYpow,New York Times Apologizes for Fake News
_mooSQ0hCyU,"Kid Yells ""Fake News"" to CNN Reporter Live on Air"
M9Q_mltP7ks,Shia LaBeouf's New Movie Sold Only 1 Ticket Opening Day
5PY2RgoIIP8,MSNBC's CRAZIEST TRUMP CONSPIRACY THEORY YET !!!
y29CBLEyfHM,Kendall Jenner's Pepsi Ad - Epic SJW Fail 😂
H05OWcZMLcI,Tomi Lahren's Facebook Page Stolen by Glenn Beck!
ZB3EHTEX86A,"Chris Matthews: Ivanka Trump Scares Me Really, Really Bad"
_b_rhU0EVWs,CNN Investigates Russian Salad Dressing
jQe4Wb8cnMo,60 Minutes Fake News Investigation is Fake News
QE98t-l2zPI,CNN CAUGHT AIRING MORE FAKE NEWS AGAIN!
sL-QoyPE0YE,TOMI LAHREN SUSPENDED!
yZ4H-A3vqoM,Senile Senator John McCain Says Rand Paul is Russian Agent Working for Vladimir Putin
gwymaoSQOnU,Trump Leaked His Own Tax Returns to Troll Critics?
N9Z4W-rbWQI,Rachel Maddow Releases Trump's Tax Returns in Biggest Over-Hyped Live TV Epic Fail in History
2hWFg7yJiKE,CNN Cuts Feed of Obamacare Victims Explaining Problems with Current Healthcare Laws
aPX2yzFAG8I,Facebook Deleted Drudge Report Page
5hkHraAaW-0,CNN Cuts Feed of Congressman After He Reveals Facts About Refugees
G7kmIWGUiO0,Obama Wiretapped Trump Phone Before Election?
ngRoBUkrCbI,Don Lemon's Idiotic Reaction to Trump's First Address to Congress
5zfrrESh60M,Nancy Pelosi Reaction to Trump's First Presidential Address to Congress
MMHjq7Pw6tY,Celebrities Always Know What's Best
oq8t_2caBcw,Best Foreign Film Oscar Winner Attacks Trump During Acceptance Speech
OiBYRaLrFKk,Jimmy Kimmel Trashes Trump at Oscars 2017
sKynpw84AZs,NBC News Using Children for Anti-Trump Propaganda
9v7xN02whVY,MSNBC Host: It's Our Job to Control What People Think
4FEM9_6OX18,ESPN Sued for Social Justice Warrior Stupidity
6CdfsCz1oKo,The Common Sense Test
CrZtDMSXdpw,Talking with Californians
Xyp3quVjUe0,Busta Rhymes Disses Trump at Grammys 2017
PsiOPC5_fUQ,Jennifer Lopez Trump Meltdown at Grammys 2017
EzY_h6OpnoQ,Bernie Sanders Calls CNN “Fake News” - And His Feed Is Cut Off
UkVyxDbDmUs,Liberal News Is Worth Less Than Toilet Paper
Sdcwx48vVzg,Lady Gaga Halftime Show - Hidden Message
jx6Gp9vG4wY,Lady Gaga Halftime Show - Why She Didn’t Diss Trump
qgMrAwFmcvA,Illuminati Avocados Super Bowl Commercial
2oXqn2qcEtw,Tomi Lahren Destroys Bill Maher Panelist
VRAwli1cMV4,Super Bowl Liberal Propaganda Backfires BIG TIME
gu2Fga-vHx8,NYU Professor: Mexico Should Let Drug Cartels Flood U.S. with Narcotics to Retaliate Against Trump
oCH5ARvtPO0,Budweiser’s 2017 Super Bowl Commercial Goes Full Social Justice Warrior
r9g0EYIUfX4,The Craziest Liberals on Earth
zjo0mGHDIAU,Miss Kenya Asked About Trump at Miss Universe Pageant
z6XvEcl3-Fo,"Bench for Decoration Only - ""No Sitting"" - Milgram Experiment on Obedience to Authority Figure"
b6Ech3hTSKU,Ashley Judd Rants About Tampons and Her Period - Women’s March in D.C.
JKB8DaNhHkM,Google Suggests CNN is Fake News 😂
BgUxF7gvYeE,Free Gold Coin or Free Candy Bar?  - (Social Experiment)
nrZdaDSt7z8,Celebrities Sing “I Will Survive Trump”
Oq90Oqb_0Kc,Trump 'Golden Showers' with Prostitutes Caught on Video - The Latest Fake News from Liberal Media
7oHwaSs0HsE,Talking with Millennials
Y_LgpvpKtxM,Meryl Streep Begs Celebrities to Stop Donald Trump at Golden Globes
SM0cAzjZbEI,"Celebrities Urge Congress to ""Stand Up"" To Trump in Pathetic PSA"
NyZM_71Q8ns,Megyn Kelly Quits Fox News - Moving to NBC
5t3z4XHZgjg,Washington Post Admits Their “Russian Hacking” Story is Fake News
xih6xx8Ox5Q,Happy New Year 2017
aRcvZtzN9B4,CNN Host Don Lemon Drunk on Air
_3Q6RL4QK9g,Slomo: The Pacific Beach Legend
VuqTbHV7Eh0,Top 10 Triggered Liberals of 2016
a88ZRQ9K4Yo,Stupid Liberals Can't Read
05pqG5baxXM,Bloopers!!!
C-n3AMxdgsY,Donald Trump's Funniest Insults and Comebacks
hRn5N4q9kYE,Idiocracy in America - Watering Crops With Brawndo Energy Drink
VKC0aTyk9lo,"Fox News Lies About Me, Then Issues Retraction"
7fslEpQGw0M,NBC News Blows Up Truck for Fake News Story
3RA0dzGTbjY,Celebrities Urging Electoral College to Vote Against Trump PSA
0XshMnvx6lw,Keith Olbermann's Mental Breakdown Over Donald Trump
tpPkLhMZFY0,Geraldo Rivera's 11-Year-Old Daughter Convinced Him Trump is Right
21ajv3-cHO8,"Russians Hackers a ""False Flag"" Says former U.N. Ambassador John Bolton"
zBcRnG2Z7HE,Brian Williams Warns About 'Fake News' 😂
AXPCBHOOzJQ,Hillary Clinton Blew 1.2 Billion Dollars on Presidential Campaign! 😂
gvoExnjQJ2k,"Hillary Election Loss Blamed on ""Russian Hackers"""
a4M_a4wYkow,MSNBC Apologizes for Fake News
xrposIytgoE,"Trump: ""Cancel Order"" of New Air Force One - Save $4 Billion Dollars - Media Attacks Him For It"
KTdqUsCm5Ls,Election Recount is Hilarious Failure
o1J-X7AcSpo,Could Electoral College Still Make Hillary President?  Democrat Operatives Are Trying To Do It
f1rPkeHodAc,Military Intelligence Wants to Talk to Me about My YouTube Channel
h1rNqjXTwBw,Liberals Want Bigfoot Added to Endangered Species List
u8zLNBRXplw,Trolling Thanksgiving Zombie Shoppers
CyOUa2lmyPM,"Trolling ""Safe Space"" Social Justice Warriors"
BiVubE43_IA,Starbucks Tried to Buy Me Off
WfeOXaTp3cw,Trump Not Taking Salary as President - Media Attacks Him for “Violating Constitution”
v7GEa7r8Vyk,"Trump Goes Out to Dinner with Family - Media Attacks ""Lack of Transparency"" for Not Inviting Them"
ocHpxhgm92k,Celebrities React To Hillary Losing Election
jPwTTLMRaVA,What's Wrong with Millennials?
QEqjvwK_Y6U,Celebrities Crying Over Hillary Losing Election - Compilation -
qtrrZUOU_UU,Trump Won't Win Election - Media Fails Compilation
XJjXDbfhnv4,TRUMP WON !!!  WE DID IT
KC4f62ASVbA,Trump 95% Chance of Winning - Latest Forecast Shows
RAJBrnFQj_I,Voting for Gary Johnson Helps Hillary Clinton - Here's Why
6BYZGquJ-90,Hillary Clinton Blackmailed Bernie Sanders - Wikileaks E-Mails Reveal
jLPESWWPUJE,Michelle Obama Trashes Hillary Clinton
GuCVm6pawIY,Democrat Explains Why Everyone Should Vote for Trump
G8qGDun4puM,"Trick or Treat -  Free 100 oz Bar of Silver, or Free Hershey Bar?"
L5GGcGUbadY,"Clintons Are ""Crime Family"" - Admits Former FBI Assistant Director"
Du5Wiz5-tCM,"Huge ""Hillary For Prison"" Sign at World Series"
3teYvgMsNXk,Rachel Maddow Cries Over FBI Investigating Hillary Again - Live on MSNBC
SHCezI-5Yzk,FBI REOPENS HILLARY INVESTIGATION AFTER NEW EMAILS FOUND ON ANTHONY WEINER'S SEXTING DEVICE
LfbfuqjTtGw,Colin Powell Endorses Hillary Clinton for President 2016
DeQvCRnRfLg,Hillary Gets Scripted Question from MSNBC During Press Conference After Debate
ZxxTkEwyNLI,CNN Bimbo Brooke Baldwin is Dumb as Hell - Look What She Just Said !!!
h0RIdJpy8Bc,Hillary's Bus Dumps Sewage All Over the Street !!!
lWL7V6twoiM,"Joey Salads Admits Fake ""Trump Car Destroyed"" in Black Neighborhood ""Social Experiment"" was Staged"
kQJQ--T4U0c,"""End Women's Suffrage"" Before the Election! Say These Women!"
E3FmQoHX-Io,Hillary Clinton - Steve Harvey Interview Fake
EFF1LS73rhY,Hillary Clinton Wall Street Speech Transcripts Leaked by Wikileaks
mqrX5kcZHBk,"Eric Trump Crushes CNN Clinton Shills After VP Debate Over ""Assets In Russia"" Conspiracy Theory"
q63h59hFcX0,Liberals Sign Petition to Allow Illegal Immigrants to Vote in 2016 Presidential Election
KPw0XV-Lb4c,Gary Johnson Can’t Name a Single World Leader from Another Country
MqThICO9NM4,"Liberals Demand Trump be Arrested for ""Hate Speech"" - Petitioning Attorney General for Indictment"
uQ7abyPGnwA,TRUMP VS. HILLARY - DEBATE TOMORROW!
objvUkhoFSA,George H.W. Bush Says He's Voting for Hillary Clinton
5ve6SN43z4E,"Liberals Want New American Flag with Rainbow Stripes for ""Diversity"""
xWVX5f6Y6zA,"Hillary ""Faints Frequently"" Admits Bill Clinton"
Gc4Mi4ocyDw,"Trump's Sons Kill a Triceratops on Hunting Safari - Liberals Believe, And They're Very Upset"
GlZNqYzSEjA,Hillary Clinton Fainting Video CENSORED by Associated Press - Clip DELETED of Clinton Collapse
y8unYYxjTu4,Stupid Liberals Think John Wayne Just Endorsed Hillary Clinton And Are Very Happy  (Hint: He's Dead)
K96ZXxxfrSU,Jimmy Kimmel Stole My Joke
VUAI9Ce9RL0,CNN Blurs Out Guest's Trump T-Shirt During Interview
58WQNu2GOr4,Who is Joe Biden?
YIKDja6mA6w,Google is Censoring Hillary's Health Problems Search Results - See For Yourself -
AHUqUytzt2g,Hillary Clinton Finally Admits the Truth
eY4KrLA3ZvY,Laughing At Hillary Supporters
BNk4zhoG0ec,"Tax Break ""for Blacks ONLY"""
LWB8B614jac,Millennials Think Karl Marx is 3rd Party Presidential Candidate Challenging Hillary & Trump
h1zF3ZCirhA,People Choose Free Candy Bar over Free 10 oz Silver Bar (Worth $200) in Social Experiment
ONolPuvpWeo,Twitter Verified Me (Finally) And Liberals Are PISSED!  Here's What They're Saying!
4oMMXT9t7Z0,Liberal Zombies Endorse Paul Ryan as Hillary's VP Running Mate
vOF4ghVzUQI,Hillary Clinton's Pokémon Go Joke
V-O9tU2QpCs,Trolling Pokémon Go Players in Real Life
50hNUiSQwEc,Pokémon Go Zombies - Let's Play
pyk141xNwUw,Scientists Fear Artificial Intelligence Worst-Case Scenarios
SJs0ZHKHQd8,Fourth of July FAIL! - How Many Stars on the American Flag? - Zombie U.S. Citizens Don't Know!
2-Be9f7Ovgg,4th of July Zombies - Americans Don't Know Why We Celebrate Fourth of July!
EjN6bS8CBLI,Anti-Trump Zombies Don't Know What City Donald Trump Lives In
mhXu8IvVp2g,Hillary Agrees: BUILD a WALL at the Mexican Border - Great Idea She Admits - Trump is Right
pUN_GjimyYw,Emoji Bible Released for Millennials 💾📚📕📰😲😈😹
UKTdsPqqAag,Michelle Fields Working as Hillary Clinton Advisor
_us-TOkihs8,"Huffington Post Calls for Violent Attacks Against Trump Supporters - ""Necessary"" and ""Logical"""
bgqGUEFX3xA,"Google is Recording Audio of Everything You Say With ""OK Google"" Voice Search"
gJ2tPMIh6u0,"Bernie Sanders Supporters Promised Free Laptop or iPad If They Vote For Him, They Believe"
tjjuE1TtKjo,Obama Stuttering Mess After Teleprompter Freezes
YC6_ModPWk0,Facial Recognition App Identifies Anyone You Take Photo Of
II-gubJpYvA,Bernie Sanders Supporters Endorse BERNIE MADOFF as Running Mate for Vice President
iRx4JGf9swE,Facebook Forced Conservatives to Sign Confidentiality Agreements Before Summit About Censorship
-KH56rH_vqw,Facial Recognition Scanners Now Used At Music Festivals to ID Attendees in Real-Time
24OZOwgiu1M,Wisdom of the Elders - Senior Citizens Give Advice For Younger Generation
3DlpbSSylMc,"TRANSCENDENCE Predicted Brain Implants, Nanobots, Mind Uploading, Cyborgs & Transhumanist Revolution"
Xvz_iO2uxZI,"DEMOLITION MAN Predicted iPads, RFID Implants, Self-Driving Cars, Life Extension Tech, Biometrics"
tQqFZA10aMs,Liberal Media Bias Confirmed By Numerous Studies
0KZjxjlI4x8,Operation Mockingbird: CIA Control of Mainstream Media - The Full Story
Ub9UWwEy8Yw,The FBI in Hollywood: Agency Pulls Strings at Studios and Controls Content and Actors
IQp5qmsEgRw,Paul Ryan Endorses Hillary Clinton - Republican Speaker of the House Favors Hillary over Trump!
QDJ2MfUTexw,Donald Trump: Audit the Federal Reserve
mCPz894jSIo,John Kasich STAYING IN THE RACE!
72Ahqb5ioKA,Facebook CENSORS And Manipulates What Your Friends Post and What You See on Your News Feed
3OtTcnMIdsc,"Checking Girls' Browsing History on Their Phones - IF YOU DON'T HAVE ANYTHING TO HIDE, THEN..."
y3zL5iV7yI4,White House Press Correspondents' Dinner - Where Reporters are Wined and Dined by Government
9GWdPYFlzjE,Hollywood Actors Who Work for the CIA
W7D3gIIiWXE,"Word ""Gullible"" Not in the Dictionary?  Adult Americans Fall for Old Elementary School Joke"
pfUGNnsmvMk,Hillary Paying Trolls to Confront Clinton Critics on Social Media - $1 Million Budgeted So Far
aZiqt_ukE0o,Americans Petition to Ban Cash and Issue New Digital Dollar for a Cashless Society
zrw3NjwpuAY,College Student Used $2500 Financial Aid for Vacation to Thailand with Girlfriend Instead of School
UBg6heEdGjQ,Hollywood's Secret Connections To Washington D.C. Revealed
2OBjkn7a-fA,Bill Nye: Jail Global Warming Skeptics
XL4WkMhDemQ,"The Sun Valley Conference: Where Mainstream Media, Social Media, and CIA Meet to Coordinate Agendas"
ejcqvxeYyt8,CIA is Quietly Working with Hollywood Studios - Their Entertainment Liaison Office Revealed
DQhyrwruMYI,"Americans Support Banning Sodium Chloride (Table Salt) The ""Dangerous Food Additive"""
59pRYvyxbNs,"Bilderberg 2016 Meeting in Dresden, Germany June 9th through 12th - Location and Dates Revealed"
N1UYBCpoK6E,Gmail April Fools Joke FAIL - DELETED PEOPLE'S EMAILS TODAY!!!! - NOT A JOKE!
IwzRWefqP2c,Batman vs. Superman: Who Would Win in a Fight?  - Major Media Seriously Debating
ONvLaeunEWY,Chris Matthews Told to Stop Talking about Wall Street Banksters by Producer Live on Air During Rant
HhOc09SiIvc,Michelle Fields FIRED from Fox News
mXjCXGJDP8Q,Most Advanced A.I. Robot Admits It Wants to Destroy Humans After Glitch During TV Interview
tebTD6yWOX0,Edward Snowden Reveals Global Warming is a Hoax Created by CIA in New Interview?  DEBUNKED
6gmp2IqReFQ,Selling a 100 oz Silver Bar for $25 Dollars (When It's Worth $1500) Almost 7 POUNDS of Bullion
gGEx0gRI3AY,Americans Don’t Know Who Washington D.C. is Named After!!!
8_-wiO-ncXE,"The Word ""Intelligence"" is Being Removed from Dictionary"
8Ly78tJWZVs,What Happened to Princess Diana?
iZo8oc2GixM,KATY PERRY Admits She's JOINING the ILLUMINATI to Help Out the NEW WORLD ORDER!
GD6lGyE9Zf0,"Jeb Bush Spent $25,000 PER VOTE in Iowa Caucus"
CwQ07w4TpEE,YouTubers React to Fine Bros Trademarking REACT
jPob5-_EAmc,Hillary Supporters Endorse KARL MARX as Her Pick for Vice President! - SIGN PETITION TO APPROVE HIM
dA_OoOTjSLQ,Mad Scientist Wires Electrodes Into His Own Brain to Connect it to a Computer
GrY5UL6HtbY,Girls Basketball Team Kicked Out of Tournament FOR BEING TOO GOOD!
w6HsnqQCMd8,BLAKE GRIFFIN FIGHT - What Really Happened? -THE TRUTH-
UFJqERU1_TQ,Jeb Bush Loses His Glasses in New Makeover
xEzCFgltYuY,Hillary Supporters Sign Petition to REPEAL the BILL of RIGHTS
Rw7mO3fknS4,Using 'The Force' on Weak-Minded People
WwjqghPBK3Y,Mount Rushmore: What Country is it Located in?  FAILs! - Man on the Street with Mark Dice
UQ-LcIVh2vY,Mark Zuckerberg Wants a New World Order For His Baby Daughter
z-WQbMfth7M,MARK DICE BLOOPERS - Man on the Street Monday Outtakes
52zzairFayI,"The President is a Man's Job, Women Admit"
HdcXyPrgSK8,Sit/Stand Adjustable Workstations Fix Back & Neck Problems - Sitting at a Computer is Killing You!
Qq7Da7wCVzQ,Americans are Clueless about Muslims Beliefs about Jesus
Zp6PKA_QXQ8,Hillary Supporters Hope She'll LOWER the STANDARD of LIVING if Elected President!!
HDxO6t7e2hM,Zombie Situational Awareness Experiment - Do Shoppers Notice the Zombie Walking Around Store?
TP9uzL4KZIU,Narrating Black Friday Shoppers Inside Walmart - 2015 | MARK DICE |
hKhbSlplE9M,Black Friday - One Shopper Waiting Outside Old Navy - 2015
Q-YWVrlljwE,BLACK FRIDAY ZOMBIE APOCALYPSE - | by MARK DICE | Bullhorning Shoppers on Thanksgiving 2015
mMR54Df2x2M,Bullhorning Thanksgiving Shoppers in Line at Best Buy - BLACK FRIDAY 2015
7yys1QxBsvI,Black Friday Shopper Brought Large TV to Watch While Waiting in Line at Frys Electronics
8pX5d-ZN1HE,Santa Attacks Black Friday Shoppers - 2015
RbwOe4IYeBU,"First Zombie Encampment Spotted at Best Buy - Wednesday 1:00pm - Oceanside, CA - Thanksgiving Eve"
M0KGtQMC3EU,Jeb Bush Suspends His Presidential Campaign
7Jtkv-P0Frg,Tony Romo Tells the Truth about Football
oBbpvMmWaWM,Washington D.C. to be Renamed?
jPR_rE9bn8M,“White Privilege Tax” - Endorsed by Liberals!
oKosd0xJadE,Hillary Supporters Endorse SHARIA LAW in AMERICA!
VSIpbeIcM9Q,"Joe Biden ""Has Been DEAD for YEARS"" Americans Think"
7BDWxnhSmu4,Win a FREE 100 oz Silver Bar (Worth $1600) Almost 7 POUNDS of .999 Fine Silver Bullion!
6-CDrB7nMsE,NEW Man on the Street Monday Episodes - First Thing Every Monday Morning!!!
9j1GLsKtpQA,"Hillary Clinton Supporters Endorse ""White Privilege Tax"""
Fi4iOAUuYkc,BUSTED! Secret Service Digging Up Dirt on Congressmen for Blackmail Purposes
Y6gtQFO8yIE,The Mars Water Conspiracy: Did NASA Keep Discovery Secret Until Release of Matt Damon's New Film?
dSmLaDIZUJM,Edward Snowden Joins Twitter - @Snowden - His Verified Account
cFOTZPvkgS4,Liberals Call for Ban on Talking about Politics & Religion in Public
mwsdj5p8KEY,Richard Nixon is Running For President in 2016 Election? These People Think So!
GPgaQb1gDW4,The Loch Ness Monster FOUND and Captured ALIVE
fsRwlrf6K_8,"""I Am a Mentally Enslaved Moron"""
4wwuVS4HQf4,Tomi Lahren - Political Prodigy
jG8Ztky6jlA,Google Changing its Name to Alphabet?
9wfSms5PUbo,Liberals Want White House Painted Brown!
28fmCazdtj8,Behind the Scenes of My Live Interview on Fox News Channel
1tXFoz2MRRQ,Miss Piggy and Kermit the Frog Breakup
eiZFXkmofgI,These Hillary Supporters Want Her to Repeal the Bill of Rights if She's Elected President
jMfMansS1cg,PLEASE HELP!  Wheelchair User with Muscular Dystrophy - Fundraiser for Service Dog - ANNOUNCEMENT
SEbIZZcTk9s,Obama Orders the Moon Destroyed to Stop Global Warming -- Gravitational Pull Causing Climate Change
Qm3z1J7FB10,$10 Million Defamation Lawsuit Filed Against Troll by Actor James Woods
_oqJbHs7CCM,Jeb Bush Says Global Warming Caused by Humans
02GooEMkoEs,"""No Hats Allowed"" on California Beach - Hilarious ""No Hat Zone"" Prank"
c7uVxHLT-aY,"New ""Male Privilege Tax"" Supported by Feminists Who Want Men's Income Taxed More Than Women's!!!"
1MH0cf5TIJE,Global Warming is Hurting Beyonce's Album Sales
82nWyg_FxB8,What Do You Want Me to Ask The Zombies Next?
_RJigVVtK5o,The Racism Experiment That Will Change The Way You Think About Racism Forever
8a1R44tc5no,"Wendy's New ""Obesity Burger"""
DYwY85K1MB0,"New ""White Privilege Tax"" for all White People Supported by Minorities in Shocking Racism Experiment"
cF5ExOFNdtU,Mount Rushmore Being Torn Down?
XIl4RkS2PWE,Beyonce Calls for Repeal of First Amendment at Bohemian Grove Performance
SJdIXWHlIfs,World's Best Sign Spinner Rockin' Out
BadzDR1B-jI,"Bill O'Reilly on Bohemian Grove ""Human Sacrifice"" Ritual"
_gffYnwN4TI,Bohemian Grove’s Secret Speeches Revealed - The Lakeside Talks Exposed!
rNL5y3IgaXU,NEW Leaked Photos from Inside Bohemian Grove!  --NEVER BEFORE SEEN--
pg1lIKVqJ6c,Richard Nixon Admits Bohemian Grove Made Him President --- His Memoir Reveals Little Known Secret
bYhTFz_SGw0,People Choose Free Candy Bar over Free 10 oz Silver Bar (Worth $150) in Experiment
nwVVr6-xx20,The Bohemian Grove is TAX EXEMPT!  Financial Records Leaked - IRS Filings Shocking Details!
d3V2VNGC7bs,Michael Savage on Bohemian Grove
MmdJkTKTl_U,The Subcamps of Bohemian Grove
45FsbrqKchs,"Americans Clueless about George Orwell, 1984, and term ""Orwellian"""
wp5MvR73IaQ,Rush Limbaugh Asked About Bohemian Grove
zCsNpTBjq6o,Alan Colmes Asked about Bohemian Grove
ykDxdXJwdAg,FAIL! -- How Many Stars on the American Flag? -- MEET THE AMERICANS WHO DON'T KNOW!
kyhCOPh48ew,FAIL - Americans Don't Know Why We Celebrate 4th of July! -- A CONVERSATION WITH THE GENERAL PUBLIC
lZZFucr0yBk,Liberals Sign Petition to Ban the American Flag!!!
my5FMmqHrJY,CHURCHES Now Using Facial Recognition Scanners to Identify Attendees
RJm3cRRvPoM,Selling a 10 oz Silver Bar for $10 (When It's Worth $160) - EXPERIMENT -
mt39NhtTS7E,Army Vet Says it Took 3 Years to Get Disability Benefits After Being Shot in the Head in Afghanistan
pM_lImoo4tY,Bilderberg's Plan to Disarm Americans and Repeal the Second Amendment
oqkk19lIXmI,Liberals Sign Petition to NUKE CHINA in Response to Hacking of U.S. Computers!!!
uGXTqqgbW_I,Beyonce Bilderberg Attendee This Year?
Hr0EbHcfG9A,The Bilderberg Group's Plan for Global Government
HjWTq5hXJqo,"New ""Man on the Street Monday"" Series Update"
VDwgyYsWECU,The Bilderberg Group: Actions and Effects
aF3ximQ24-M,Bilderberg 2015 Begins
ZiUFQbE2nOw,Bilderberg's Oath of Silence: The Chatham House Rule Revealed
tfyIXqDRT8Y,Obama's Secret Meeting with Bilderberg Group Exposed
CNr5czZKEdk,Liberals Sign Petition to NUKE RUSSIA so America will Stay World's Superpower
QAR7JAnLBII,Bilderberg Group Attendees: A Who's Who of the Ruling Class
VaJEAPkLbfM,"Repeat After Me “I am a Zombie Who Does What I’m Told, Without Thinking” -- SOCIAL EXPERIMENT --"
